ID,name,year,selling_price,km_driven
4640,Maruti Swift VDI,2011,€ 285000,50000
4643,Maruti Alto LX,2012,€ 155000,19077
4646,Hyundai EON D Lite,2016,€ 210000,30000
4649,Maruti Alto LXi,2009,€ 140000,80000
4652,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,€ 940000,128000
4655,Nissan Terrano XV Premium 110 PS,2013,€ 750000,80000
4658,Maruti Baleno Alpha 1.3,2016,€ 610000,100000
4661,Nissan Sunny XV D Premium Leather,2015,€ 450000,50000
4664,Toyota Etios Liva GD,2012,€ 409999,56000
4667,Hyundai EON 1.0 Era Plus,2018,€ 100000,21302
4670,Renault KWID 1.0 RXT Optional,2018,€ 300000,10500
4673,Mahindra Bolero 2011-2019 SLX,2013,€ 400000,107000
4676,Hyundai i10 Sportz 1.2,2010,€ 210000,60000
4679,Hyundai Santro Xing XG eRLX Euro III,2006,€ 90000,120000
4682,Maruti Wagon R LXI BS IV,2010,€ 222000,70000
4685,Maruti Alto 800 LXI,2015,€ 240000,50000
4688,Toyota Etios Liva GD,2013,€ 450000,70000
4691,Renault Duster 85PS Diesel RxL,2013,€ 450000,1000
4694,Mercedes-Benz C-Class Progressive C 220d,2018,€ 3800000,10000
4697,Audi A4 3.0 TDI Quattro,2013,€ 1580000,86000
4700,BMW X5 xDrive 30d xLine,2019,€ 4950000,30000
4703,Hyundai Creta 1.6 CRDi SX,2016,€ 535000,52600
4706,Maruti SX4 Vxi BSIV,2012,€ 225000,110000
4709,Hyundai Grand i10 1.2 Kappa Magna AT,2017,€ 550000,19890
4712,Maruti Swift ZXI BSIV,2016,€ 670000,7104
4715,Maruti Ertiga VXI,2015,€ 625000,11918
4718,Hyundai Grand i10 Magna AT,2017,€ 520000,10510
4721,Chevrolet Beat LT Option,2016,€ 239000,41000
4724,Toyota Fortuner 4x2 AT,2017,€ 2600000,47162
4727,Maruti S-Cross Zeta DDiS 200 SH,2015,€ 750000,45974
4730,Hyundai i10 Magna,2012,€ 229999,49824
4733,Audi A6 2.0 TDI Premium Plus,2013,€ 1300000,58500
4736,Hyundai Santro GS,2005,€ 80000,56580
4739,Skoda Laura Ambiente 2.0 TDI CR MT,2012,€ 385000,52000
4742,Hyundai Verna 1.6 VTVT SX,2015,€ 760000,55340
4745,Maruti Swift Dzire VDI,2017,€ 600000,46507
4748,Renault Duster 85PS Diesel RxL,2013,€ 450000,1000
4751,Mercedes-Benz C-Class Progressive C 220d,2018,€ 3800000,10000
4754,Audi A4 3.0 TDI Quattro,2013,€ 1580000,86000
4757,BMW X5 xDrive 30d xLine,2019,€ 4950000,30000
4760,Hyundai Creta 1.6 CRDi SX,2016,€ 535000,52600
4763,Maruti SX4 Vxi BSIV,2012,€ 225000,110000
4766,Hyundai Grand i10 1.2 Kappa Magna AT,2017,€ 550000,19890
4769,Maruti Swift ZXI BSIV,2016,€ 670000,7104
4772,Maruti Ertiga VXI,2015,€ 625000,11918
4775,Hyundai Grand i10 Magna AT,2017,€ 520000,10510
4778,Chevrolet Beat LT Option,2016,€ 239000,41000
4781,Toyota Fortuner 4x2 AT,2017,€ 2600000,47162
4784,Maruti S-Cross Zeta DDiS 200 SH,2015,€ 750000,45974
4787,Hyundai i10 Magna,2012,€ 229999,49824
4790,Audi A6 2.0 TDI Premium Plus,2013,€ 1300000,58500
4793,Hyundai Santro GS,2005,€ 80000,56580
4796,Skoda Laura Ambiente 2.0 TDI CR MT,2012,€ 385000,52000
4799,Hyundai Verna 1.6 VTVT SX,2015,€ 760000,55340
4802,Maruti Swift Dzire VDI,2017,€ 600000,46507
4805,Volkswagen Jetta 2.0L TDI Highline AT,2012,€ 735000,55300
4808,Tata Indica Vista Quadrajet 90 VX,2012,€ 285000,74300
4811,Honda City VX MT,2010,€ 350000,48781
4814,Volkswagen Jetta 1.9 Highline TDI,2010,€ 290000,87620
4817,Volkswagen Vento 1.5 TDI Highline Plus AT,2017,€ 890000,40219
4820,Honda Jazz VX,2011,€ 385000,11473
4823,Maruti Eeco 5 Seater AC BSIV,2017,€ 425000,8352
4826,Maruti Wagon R VXI AMT1.2BSIV,2017,€ 525000,9745
4829,Hyundai Grand i10 Asta,2017,€ 550000,9748
4832,Volkswagen Polo 1.0 MPI Trendline,2012,€ 271000,49000
4835,Hyundai Creta 1.6 CRDi SX Option,2018,€ 1490000,20694
4838,Hyundai Grand i10 Asta Option,2015,€ 490000,31080
4841,Hyundai EON Era Plus,2014,€ 260000,37605
4844,Hyundai Xcent 1.1 CRDi SX Option,2014,€ 455000,55850
4847,Tata Nano Lx BSIV,2010,€ 75000,58850
4850,Toyota Etios Cross 1.2L G,2015,€ 421000,23839
4853,Maruti Swift DDiS LDI,2016,€ 550000,54000
4856,Hyundai i10 Sportz 1.2 AT,2013,€ 330000,38000
4859,Volkswagen Vento 1.5 TDI Comfortline,2012,€ 390000,45454
4862,Skoda Rapid 1.5 TDI AT Ambition,2015,€ 599000,46957
4865,Hyundai Getz GLE,2007,€ 110000,60000
4868,Renault KWID RXT Optional,2016,€ 250000,25000
4871,Mahindra Scorpio M2DI,2012,€ 600000,110000
4874,Ford Endeavour XLT TDCi 4X2,2008,€ 280000,190000
4877,Audi Q3 35 TDI Quattro Technology,2018,€ 2700000,25000
4880,Mahindra Renault Logan 1.4 GLX Petrol,2008,€ 80000,90000
4883,Maruti Alto K10 VXI,2019,€ 350000,5000
4886,Maruti Swift VDI BSIV,2015,€ 475000,60000
4889,Audi A5 Sportback,2020,€ 4700000,1500
4892,Maruti Swift Dzire VDI,2018,€ 500000,50000
4895,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,€ 250000,120000
4898,Hyundai Accent CRDi,2005,€ 100000,120000
4901,Maruti Alto K10 VXI Airbag,2019,€ 350000,5000
4904,BMW 7 Series Signature 730Ld,2014,€ 4000000,47000
4907,Toyota Camry 2.5 Hybrid,2017,€ 1900000,20000
4910,Hyundai Santro Xing XG,2005,€ 95000,120000
4913,Hyundai Grand i10 CRDi Sportz,2015,€ 409999,58000
4916,Mahindra XUV500 W5 BSIV,2018,€ 1050000,35000
4919,Maruti Alto K10 VXI,2017,€ 320000,30000
4922,Mahindra XUV300 W8 Option Diesel BSIV,2019,€ 1000000,10000
4925,Toyota Innova Crysta 2.4 VX MT BSIV,2017,€ 1770000,25000
4928,Mahindra Thar CRDe,2018,€ 950000,20000
4931,Maruti Swift Dzire ZDI,2018,€ 750000,50000
4934,Hyundai EON Magna Plus,2014,€ 220000,42000
4937,Tata Hexa XM,2017,€ 1000000,50000
4940,Honda Mobilio E i DTEC,2017,€ 660000,116000
4943,Maruti Ertiga ZDI,2015,€ 716000,100000
4946,Maruti Ciaz ZXi Plus,2015,€ 675000,66000
4949,Mahindra Scorpio LX,2010,€ 385000,110000
4952,Fiat Grande Punto EVO 1.3 Dynamic,2014,€ 325000,70000
4955,Hyundai Creta 1.6 CRDi SX Option,2015,€ 950000,60000
4958,Ford Endeavour Hurricane Limited Edition,2007,€ 400000,110000
4961,Tata Indica Vista TDI LS,2014,€ 250000,25000
4964,Land Rover Discovery S 2.0 SD4,2018,€ 4000000,68000
4967,Maruti Alto 800 LXI,2014,€ 210000,20000
4970,Hyundai i10 Era 1.1 iTech SE,2011,€ 147000,110000
4973,Maruti Vitara Brezza VDi Option,2018,€ 725000,26350
4976,Mahindra Scorpio SLE BSIV,2012,€ 550000,90000
4979,Hyundai i20 Sportz Option 1.2,2016,€ 475000,25000
4982,Hyundai Santro Xing GLS,2014,€ 250000,50000
4985,Tata Indica LSI,2006,€ 70000,60000
4988,Hyundai EON Era Plus,2012,€ 160000,70000
4991,Ford Endeavour 3.0L 4X4 AT,2011,€ 1000000,90000
4994,Hyundai Santro LE zipPlus,2001,€ 68000,70000
4997,Hyundai Grand i10 1.2 Kappa Asta,2017,€ 500000,26500
5000,Tata Indigo CR4,2013,€ 170000,60000
5003,Mahindra Scorpio S11 BSIV,2018,€ 1300000,35000
5006,Hyundai Creta 1.4 EX Diesel,2020,€ 1050000,10000
5009,Maruti Ritz LXI,2009,€ 300000,15000
5012,Hyundai i20 Magna 1.2,2016,€ 600000,25000
5015,Hyundai Verna CRDi 1.6 SX,2017,€ 900000,50000
5018,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,€ 550000,25000
5021,Maruti Alto LX,2007,€ 100000,52000
5024,Honda Brio 1.2 S MT,2017,€ 400000,15000
5027,Tata Nano Lx,2011,€ 120000,20000
5030,Hyundai i20 Asta 1.4 CRDi,2013,€ 300000,90000
5033,Tata Indigo LX,2011,€ 140000,60000
5036,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,€ 640000,23000
5039,Maruti Alto K10 VXI,2018,€ 380000,22155
5042,Tata Nano Lx,2011,€ 120000,20000
5045,Maruti Ciaz 1.4 Delta,2018,€ 650000,70000
5048,Maruti Alto LX,2009,€ 150000,60000
5051,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,€ 550000,35000
5054,Mahindra XUV500 W8 4WD,2012,€ 650000,71042
5057,Mitsubishi Pajero Sport 4X4,2012,€ 1025000,167870
5060,Ford Fiesta 1.5 TDCi Titanium,2011,€ 195000,133564
5063,Mercedes-Benz C-Class Progressive C 220d,2018,€ 3800000,10000
5066,BMW 3 Series 320d Sport,2013,€ 1490000,40000
5069,BMW X5 xDrive 30d xLine,2019,€ 4950000,30000
5072,Honda City i-VTEC CVT ZX,2018,€ 1140000,23038
5075,Chevrolet Beat Diesel LS,2011,€ 95000,70000
5078,BMW 3 Series GT Luxury Line,2017,€ 3050000,30000
5081,Hyundai Grand i10 1.2 Kappa Magna AT,2017,€ 550000,19890
5084,Maruti Ertiga VXI,2015,€ 625000,11918
5087,Hyundai Grand i10 Magna AT,2017,€ 520000,10510
5090,Chevrolet Beat LT Option,2016,€ 239000,41000
5093,Toyota Fortuner 4x2 AT,2017,€ 2600000,47162
5096,Hyundai i10 Magna,2012,€ 229999,49824
5099,Audi A6 2.0 TDI Premium Plus,2013,€ 1300000,58500
5102,Maruti Baleno Delta 1.2,2017,€ 585000,43608
5105,Maruti Baleno Alpha CVT,2018,€ 825000,11212
5108,Hyundai i20 1.4 Magna Executive,2013,€ 280000,52000
5111,Maruti Baleno Zeta,2016,€ 725000,49217
5114,Mahindra Verito 1.5 D4 BSIV,2015,€ 300000,90000
5117,Hyundai Xcent 1.2 Kappa S,2015,€ 375000,70000
5120,Honda City VTEC,2003,€ 310000,90000
5123,Maruti Swift Dzire VDi,2011,€ 375000,190000
5126,Ford Endeavour 3.2 Titanium AT 4X4,2016,€ 1950000,106000
5129,Tata Xenon XT EX 4X2,2012,€ 400000,80000
5132,Nissan Terrano XL Plus 85 PS,2014,€ 550000,80000
5135,Maruti Eeco 7 Seater Standard BSIV,2018,€ 270000,20000
5138,Maruti Ertiga ZDI,2012,€ 555000,110000
5141,Ford Ecosport 1.5 DV5 MT Ambiente,2013,€ 500000,60000
5144,Skoda Laura Elegance 1.9 TDI  AT,2010,€ 400000,130000
5147,Hyundai EON 1.0 Era Plus,2017,€ 280000,28838
5150,Tata Indica GLS BS IV,2008,€ 80000,200000
5153,Tata Indica DLS,2006,€ 55000,100000
5156,Maruti Alto 800 LXI Airbag,2014,€ 250000,50000
5159,Mahindra Bolero SLX 2WD,2010,€ 250000,190000
5162,Mahindra Jeep MM 540,2007,€ 95000,100000
5165,Mahindra Scorpio 1.99 S10,2014,€ 725000,135000
5168,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,€ 320000,50000
5171,Skoda Octavia Elegance 2.0 TDI AT,2014,€ 1200000,135000
5174,Chevrolet Beat Diesel LS,2012,€ 160000,50000
5177,Honda Jazz 1.5 VX i DTEC,2018,€ 790000,19571
5180,Honda City i-VTEC ZX,2018,€ 1200000,29600
5183,Maruti Swift LXI,2011,€ 175000,70000
5186,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,€ 950000,15000
5189,Maruti Celerio LXI MT BSIV,2019,€ 340000,50000
5192,Renault Captur 1.5 Diesel RXT,2017,€ 825000,13500
5195,Audi A4 30 TFSI Technology,2018,€ 3100000,22000
5198,Honda Amaze VX Diesel BSIV,2018,€ 780000,25000
5201,Toyota Corolla Altis 1.8 VL AT,2010,€ 350000,80000
5204,Honda Amaze VX Petrol BSIV,2018,€ 690000,39000
5207,Maruti Alto 800 VXI,2016,€ 245000,60000
5210,Honda Amaze VX Diesel BSIV,2018,€ 790000,49000
5213,Honda Amaze VX i-VTEC,2018,€ 680000,48600
5216,Hyundai Grand i10 Asta Option,2017,€ 540000,20000
5219,Mahindra KUV 100 mFALCON G80 K2,2016,€ 425000,25000
5222,Maruti Zen Estilo Sports,2008,€ 140000,120000
5225,Maruti Ertiga ZDI Plus,2019,€ 1100000,30000
5228,Renault Lodgy 85PS RxL,2015,€ 715000,35000
5231,Audi A4 3.0 TDI Quattro,2013,€ 1580000,86000
5234,Audi Q3 2.0 TDI Quattro Premium Plus,2015,€ 1750000,127643
5237,Tata Zest Revotron 1.2T XMS,2018,€ 400000,54000
5240,Audi A6 2.0 TDI  Design Edition,2014,€ 1750000,102354
5243,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,€ 1850000,62237
5246,Hyundai Santro Xing XL eRLX Euro III,2005,€ 114999,90000
5249,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,€ 950000,21394
5252,Datsun GO T Petrol,2015,€ 310000,32686
5255,Mahindra Jeep CJ 500 DI,2006,€ 575000,1001
5258,Renault Pulse RxZ,2017,€ 490000,22000
5261,Hyundai Grand i10 Magna,2017,€ 480000,53261
5264,Land Rover Discovery Sport SD4 HSE Luxury,2016,€ 3500000,53000
5267,Renault KWID 1.0 RXT Optional,2018,€ 370000,10000
5270,Maruti Baleno Alpha 1.3,2017,€ 835000,14000
5273,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,€ 650000,44000
5276,Toyota Etios VD,2014,€ 670000,39895
5279,Chevrolet Cruze LTZ AT,2017,€ 950000,73000
5282,Honda City i-VTEC SV,2014,€ 690000,17000
5285,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,€ 670000,18591
5288,Tata Nexon 1.5 Revotorq XZ,2017,€ 925000,26766
5291,Hyundai EON Magna Plus,2015,€ 250000,30000
5294,Tata Sumo Gold EX,2016,€ 509999,42000
5297,Honda City i DTEC VX,2014,€ 520000,110000
5300,Tata Indica DLE,2005,€ 100000,100000
5303,Tata Indica DLS,2006,€ 85000,300000
5306,Tata Indigo LX,2009,€ 130000,110000
5309,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,€ 950000,27620
5312,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,€ 450000,70000
5315,Honda City S,2012,€ 320000,50000
5318,Maruti Swift Dzire VDI,2015,€ 480000,50000
5321,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,€ 2490000,46000
5324,Toyota Innova 2.5 VX 8 STR,2012,€ 790000,82000
5327,Maruti Omni MPI STD BSIV,2016,€ 120000,120000
5330,Maruti Alto LXi,2006,€ 75000,80000
5333,Tata Indica GLS BS IV,2010,€ 99000,70000
5336,Maruti S-Cross Zeta DDiS 200 SH,2018,€ 1015000,20000
5339,Mahindra Xylo D4 BSIV,2013,€ 250000,200000
5342,Toyota Innova Crysta 2.5 VX BS IV,2011,€ 520000,120000
5345,Hyundai Verna CRDi 1.6 AT SX Option,2018,€ 1100000,30000
5348,Toyota Innova 2.5 V Diesel 7-seater,2005,€ 200000,223000
5351,Maruti Swift Dzire VDI,2016,€ 525000,60000
5354,Hyundai i20 Asta 1.2,2016,€ 500000,40000
5357,Mahindra Scorpio S2 7 Seater,2016,€ 675000,161327
5360,Hyundai i10 Magna 1.2 iTech SE,2009,€ 150000,60000
5363,Mahindra Bolero DI,2007,€ 250000,50000
5366,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,€ 450000,6000
5369,Hyundai Santro Xing XS,2009,€ 150000,68000
5372,Chevrolet Beat Diesel LS,2012,€ 200000,85000
5375,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,€ 525000,70000
5378,Maruti Esteem VX,1999,€ 60000,35000
5381,Maruti Swift Vdi BSIII,2010,€ 180000,100000
5384,Honda Amaze S i-Dtech,2015,€ 475000,110000
5387,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,€ 380000,195000
5390,Maruti Alto 800 LXI,2015,€ 285000,46000
5393,Maruti Alto LXi BSIII,2008,€ 91200,60000
5396,Datsun RediGO T Option,2017,€ 250000,46000
5399,Hyundai Grand i10 CRDi Sportz,2015,€ 400000,42000
5402,Hyundai Santro Xing XG AT,2006,€ 160000,90000
5405,Skoda Yeti Ambition 4X2,2012,€ 650000,85000
5408,Hyundai Verna 1.6 SX,2012,€ 409999,120000
5411,Ford Ecosport 1.5 DV5 MT Titanium,2013,€ 425000,72000
5414,Maruti Wagon R LXI CNG,2013,€ 250000,71000
5417,Maruti Swift Dzire VXi,2009,€ 200000,110000
5420,Maruti Wagon R LXI CNG,2013,€ 250000,71000
5423,Volkswagen Polo Diesel Trendline 1.2L,2010,€ 130000,144000
5426,Maruti Eeco 5 Seater AC BSIV,2017,€ 260000,30000
5429,Hyundai Verna SX,2007,€ 155000,65000
5432,Honda Jazz 1.5 VX i DTEC,2015,€ 450000,38000
5435,Maruti SX4 Celebration Petrol,2012,€ 220000,90000
5438,Hyundai i20 Active S Diesel,2018,€ 650000,37000
5441,Maruti Alto 800 LXI,2018,€ 285000,30000
5444,Honda Amaze V CVT Petrol BSIV,2018,€ 725000,26000
5447,Maruti Ciaz ZXi,2016,€ 625000,30000
5450,Hyundai i20 Active SX Petrol,2016,€ 550000,23000
5453,Hyundai i10 Magna,2012,€ 240000,40000
5456,Nissan Terrano XL 85 PS,2014,€ 600000,27000
5459,Tata New Safari DICOR 2.2 EX 4x2,2012,€ 350000,65000
5462,Hyundai EON Magna Plus,2015,€ 245000,32000
5465,Mahindra Bolero B6,2016,€ 600000,56000
5468,BMW X1 sDrive 20d xLine,2017,€ 2400000,30000
5471,Mahindra Scorpio SLE BS IV,2014,€ 620000,80000
5474,Maruti Swift Dzire 1.2 Vxi BSIV,2014,€ 395000,52000
5477,Maruti Ertiga ZXI,2014,€ 635000,13250
5480,Maruti Alto LX,2011,€ 180000,36000
5483,Maruti Swift ZDI Plus,2015,€ 484999,73000
5486,Maruti Alto LX,2004,€ 110000,60000
5489,Maruti Wagon R VXI BSIII,2006,€ 150000,60000
5492,Chevrolet Tavera Neo 2 LT L 9 Str,2012,€ 400000,110000
5495,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,€ 200000,70000
5498,Renault Duster 85PS Diesel RxL Plus,2013,€ 302000,60000
5501,Maruti Swift Dzire Vdi BSIV,2011,€ 215000,90000
5504,Maruti Wagon R VXI BSIII,2004,€ 155000,80000
5507,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,€ 1000000,101000
5510,Mahindra Bolero Power Plus SLX,2018,€ 550000,44000
5513,Maruti Swift 1.3 VXi,2006,€ 200000,45000
5516,Mahindra Scorpio S2 7 Seater,2017,€ 750000,120000
5519,Maruti Zen LXI,2005,€ 90000,90000
5522,Maruti Wagon R LXI Minor,2007,€ 80000,120000
5525,Hyundai EON D Lite Plus,2013,€ 229999,13500
5528,Renault KWID 1.0 RXT Optional,2017,€ 350000,10000
5531,Hyundai Grand i10 Magna,2015,€ 325000,25000
5534,Tata Tigor 1.2 Revotron XT,2018,€ 450000,8500
5537,Maruti SX4 Celebration Diesel,2012,€ 250000,120000
5540,Volkswagen Polo Diesel Comfortline 1.2L,2012,€ 225000,120000
5543,Maruti Alto LXi,2009,€ 150000,90246
5546,Maruti Alto LX BSIII,2008,€ 110000,90000
5549,Maruti Alto LXi BSIII,2010,€ 150000,40000
5552,Maruti Gypsy King Hard Top,2000,€ 165000,60000
5555,Renault Duster 85PS Diesel RxL,2017,€ 610000,32000
5558,Tata Manza Club Class Quadrajet90 VX,2013,€ 170000,60400
5561,Hyundai Verna CRDi,2008,€ 150000,70950
5564,Hyundai i20 Asta 1.4 CRDi,2013,€ 300000,90000
5567,Hyundai Xcent 1.1 CRDi Base,2015,€ 375000,72000
5570,Maruti Swift VDI,2013,€ 390000,90000
5573,Hyundai i20 Active 1.2 S,2017,€ 600000,10000
5576,Maruti Alto 800 LXI,2014,€ 204999,25000
5579,Hyundai Verna CRDi,2009,€ 270000,80000
5582,Hyundai Grand i10 Sportz,2017,€ 375000,10000
5585,Maruti Baleno Zeta,2020,€ 700000,1100
5588,Maruti Swift VXI Deca,2017,€ 455000,40000
5591,Hyundai i10 Sportz 1.1L,2017,€ 375000,10000
5594,Hyundai Grand i10 Asta,2014,€ 341000,31491
5597,Maruti Swift Dzire VDI,2014,€ 200000,107143
5600,Maruti Ignis 1.2 AMT Delta BSIV,2017,€ 450000,15000
5603,Hyundai Santro Xing GL Plus,2012,€ 170000,50000
5606,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,€ 1900000,100000
5609,Mahindra Bolero Power Plus LX,2016,€ 500000,60000
5612,Maruti Vitara Brezza ZDi Plus,2016,€ 819999,85000
5615,Maruti Swift 1.2 DLX,2014,€ 351000,40000
5618,Hyundai i10 Magna 1.2 iTech SE,2011,€ 195000,80000
5621,Maruti Swift Dzire VDi,2008,€ 250000,82000
5624,Maruti Zen Estilo 1.1 VXI BSIII,2008,€ 120000,70000
5627,Maruti A-Star Vxi,2009,€ 180000,70000
5630,Mahindra KUV 100 mFALCON D75 K6,2016,€ 430000,20000
5633,Tata Nano Cx BSIV,2012,€ 75000,35000
5636,Mahindra Xylo D4,2017,€ 750000,80000
5639,Tata Nano Lx,2011,€ 60000,40000
5642,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,€ 1500000,46412
5645,Mahindra Bolero SLX 2WD BSIII,2011,€ 390000,150000
5648,Mahindra TUV 300 T4,2016,€ 630000,50000
5651,Tata Safari Storme VX Varicor 400,2018,€ 1085000,15000
5654,Hyundai i10 Magna 1.2 iTech SE,2012,€ 190000,60000
5657,Maruti Baleno Delta Automatic,2018,€ 550000,25000
5660,Maruti Alto 800 LXI,2012,€ 200000,90000
5663,Chevrolet Spark 1.0 LT,2011,€ 165000,60000
5666,Ford Figo Diesel Celebration Edition,2013,€ 260000,65000
5669,Maruti Alto LX,2011,€ 151000,40000
5672,Maruti Vitara Brezza VDi,2018,€ 780000,50000
5675,Tata Indica Vista Quadrajet LX,2012,€ 175000,80000
5678,Tata Indica Vista TDI LS,2010,€ 170000,107500
5681,Tata Indica Vista TDI LS,2013,€ 210000,135000
5684,Maruti Alto LXi,2007,€ 90000,43826
5687,Hyundai i20 Active S Petrol,2016,€ 535000,55838
5690,Maruti Swift VDI BSIV,2007,€ 195000,112880
5693,Tata Indica Vista Terra Quadrajet 1.3L,2011,€ 140000,90000
5696,Nissan Sunny XL,2012,€ 350000,40000
5699,Hyundai Verna 1.6 SX VTVT (O),2013,€ 425000,66000
5702,Renault KWID 1.0 RXT Optional,2017,€ 300000,30300
5705,Volkswagen Vento Diesel Style Limited Edition,2013,€ 340000,85000
5708,Maruti Swift Dzire VXi,2009,€ 250000,80659
5711,Chevrolet Aveo 1.4 LS,2008,€ 170000,81324
5714,Honda Amaze S i-Dtech,2013,€ 315000,127884
5717,Chevrolet Beat PS,2015,€ 200000,50000
5720,Chevrolet Beat PS,2016,€ 300000,25000
5723,Honda Amaze S i-Dtech,2015,€ 300000,66755
5726,Honda City E,2013,€ 380000,123084
5729,Maruti Swift VXI BSIII,2009,€ 250000,806599
5732,Honda Amaze S i-Dtech,2013,€ 310000,95851
5735,Maruti Wagon R VXI Minor ABS,2010,€ 260000,50000
5738,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,€ 150000,50000
5741,Maruti Esteem Vxi - BSIII,2006,€ 85000,60000
5744,Maruti Alto 800 LXI,2015,€ 280000,15000
5747,Mahindra Xylo H4 ABS,2016,€ 850000,40000
5750,Datsun GO Plus T Option BSIV,2017,€ 375000,20000
5753,Hyundai Elantra CRDi (Leather Option),2006,€ 125000,120000
5756,Chevrolet Beat Diesel LT,2012,€ 250000,110000
5759,Toyota Corolla Altis D-4D J,2014,€ 715000,234000
5762,Hyundai i20 1.4 CRDi Era,2011,€ 220000,70000
5765,Tata Indica Vista Aqua 1.3 Quadrajet,2010,€ 110000,110000
5768,Hyundai Verna XXi (Petrol),2007,€ 150000,84000
5771,Nissan Sunny Diesel XV,2012,€ 300000,170000
5774,Datsun RediGO T Option,2017,€ 220000,40000
5777,Maruti Wagon R LX,2006,€ 75000,96000
5780,Tata Indigo LS,2009,€ 100000,20000
5783,Ford Figo Aspire 1.2 Ti-VCT Trend,2016,€ 380000,15000
5786,Hyundai Santro Xing XK (Non-AC),2007,€ 100000,50000
5789,Volkswagen Passat 1.8 TSI MT,2010,€ 480000,80000
5792,Toyota Etios GD,2012,€ 300000,124000
5795,Chevrolet Beat Diesel LS,2013,€ 190000,70000
5798,Ford Figo Diesel LXI,2012,€ 190000,130000
5801,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,€ 650000,19014
5804,Toyota Corolla Executive (HE),2009,€ 300000,23262
5807,Ford Freestyle Titanium Diesel BSIV,2016,€ 700000,29600
5810,Hyundai i10 Sportz 1.1L,2015,€ 310000,35925
5813,Maruti Ignis 1.2 Zeta BSIV,2018,€ 500000,12000
5816,Toyota Etios V,2013,€ 415000,40771
5819,Maruti Celerio VXI AT,2015,€ 395000,30500
5822,Toyota Etios Liva 1.2 G,2014,€ 430000,42000
5825,Toyota Corolla H6,2007,€ 215000,55800
5828,Renault Duster RXL AWD,2014,€ 550000,66569
5831,Volkswagen Polo 1.5 TDI Trendline,2014,€ 415000,81358
5834,Volkswagen Polo 1.5 TDI Comfortline,2015,€ 450000,82695
5837,Ford Figo Diesel EXI,2014,€ 285000,68293
5840,Honda Jazz VX CVT,2016,€ 580000,32000
5843,Maruti Swift Dzire Tour LDI,2014,€ 300000,190621
5846,Hyundai Verna CRDi 1.6 SX Option,2018,€ 1200000,60000
5849,Maruti 800 Std MPFi,2006,€ 78000,64700
5852,Maruti 800 AC,2002,€ 65000,100000
5855,Tata Zest Quadrajet 1.3 75PS XE,2016,€ 400000,88470
5858,Hyundai Verna 1.6 CRDI SX Option,2016,€ 850000,75000
5861,Volkswagen Vento Diesel Highline,2013,€ 450000,120000
5864,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,€ 2500000,35000
5867,Toyota Etios 1.4 VXD,2017,€ 780000,70000
5870,Toyota Fortuner 2.8 2WD AT BSIV,2017,€ 3200000,57000
5873,Maruti Alto 800 VXI,2020,€ 350000,1000
5876,Mahindra Quanto C6,2013,€ 285000,120000
5879,Volkswagen Vento 1.5 TDI Highline,2015,€ 525000,98000
5882,Maruti Ciaz ZDi,2014,€ 550000,90000
5885,Volkswagen Ameo 1.5 TDI Comfortline,2018,€ 580000,70000
5888,Tata Nano CX SE,2013,€ 75000,25000
5891,Tata Manza Aura Quadrajet,2009,€ 185000,60000
5894,Maruti Omni E 8 Str STD,2007,€ 110000,90000
5897,Honda City 1.5 EXI,2004,€ 180000,200000
5900,Volkswagen Polo Diesel Comfortline 1.2L,2010,€ 350000,110000
5903,Chevrolet Optra 1.6 LS,2005,€ 60000,126000
5906,Mahindra TUV 300 T10,2018,€ 695000,70000
5909,Mahindra Alturas G4 4X2 AT BSIV,2019,€ 2700000,5000
5912,Maruti Zen Estilo LX BSIII,2007,€ 135000,74183
5915,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,€ 640000,70000
5918,Maruti Alto 800 VXI,2014,€ 160000,90000
5921,Tata Indica LXI,2004,€ 80000,46000
5924,Maruti Swift Dzire VDI,2013,€ 340000,110000
