ID,name,fuel,seller_type,transmission,owner
4124,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner
4127,Honda City i VTEC V,Petrol,Dealer,Manual,First Owner
4130,Maruti Celerio VXI AT,Petrol,Dealer,Automatic,First Owner
4133,Hyundai Creta 1.6 CRDi AT SX Plus,Diesel,Dealer,Automatic,First Owner
4136,Maruti Ertiga VXI CNG,CNG,Dealer,Manual,First Owner
4139,Hyundai Verna 1.6 SX VTVT,Petrol,Dealer,Manual,First Owner
4142,Maruti Vitara Brezza VDi,Diesel,Dealer,Manual,First Owner
4145,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Petrol,Dealer,Manual,First Owner
4148,Toyota Etios V,Petrol,Dealer,Manual,First Owner
4151,Volkswagen Vento Petrol Highline AT,Petrol,Dealer,Automatic,First Owner
4154,Volkswagen Polo Diesel Highline 1.2L,Diesel,Dealer,Manual,First Owner
4157,Mahindra KUV 100 mFALCON D75 K8,Diesel,Dealer,Manual,First Owner
4160,Toyota Etios V,Petrol,Dealer,Manual,First Owner
4163,Audi A4 New  2.0 TDI Multitronic,Diesel,Dealer,Automatic,First Owner
4166,Volkswagen Polo Petrol Highline 1.2L,Petrol,Dealer,Manual,First Owner
4169,Skoda Rapid 1.6 MPI Active,Petrol,Dealer,Manual,First Owner
4172,Maruti Ertiga ZDI,Diesel,Dealer,Manual,First Owner
4175,Maruti Wagon R Stingray LXI,Petrol,Dealer,Manual,First Owner
4178,Hyundai i20 Asta,Petrol,Dealer,Manual,Second Owner
4181,Volkswagen Polo Petrol Highline 1.2L,Petrol,Dealer,Manual,Second Owner
4184,Skoda Superb 1.8 TSI,Petrol,Dealer,Automatic,Second Owner
4187,Tata Indigo LS,Diesel,Individual,Manual,Third Owner
4190,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,First Owner
4193,Land Rover Discovery Sport TD4 HSE 7S,Diesel,Individual,Automatic,First Owner
4196,Tata Sumo GX TC 8 Str,Diesel,Individual,Manual,Second Owner
4199,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
4202,Maruti Alto LXi,Petrol,Individual,Manual,First Owner
4205,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
4208,Hyundai i20 Magna,Petrol,Individual,Manual,Third Owner
4211,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
4214,Hyundai Verna CRDi 1.6 SX Option,Diesel,Individual,Manual,First Owner
4217,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
4220,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
4223,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
4226,Tata Tiago XZA AMT,Petrol,Dealer,Automatic,First Owner
4229,Hyundai EON Era Plus,Petrol,Dealer,Manual,First Owner
4232,Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner
4235,Hyundai Grand i10 AT Asta,Petrol,Individual,Automatic,First Owner
4238,Maruti Ciaz VXi,Petrol,Dealer,Manual,First Owner
4241,Maruti 800 Std,Petrol,Individual,Manual,First Owner
4244,Mahindra XUV500 W8 4WD,Diesel,Dealer,Manual,First Owner
4247,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner
4250,Mahindra Scorpio S6 Plus 7 Seater,Diesel,Dealer,Manual,First Owner
4253,Maruti Swift LDI BSIV,Diesel,Dealer,Manual,First Owner
4256,Hyundai i20 2015-2017 Magna 1.2,Petrol,Dealer,Manual,First Owner
4259,Maruti Wagon R LXI BS IV,Petrol,Dealer,Manual,First Owner
4262,Mahindra Bolero 2011-2019 SLX 2WD BSIII,Diesel,Dealer,Manual,Second Owner
4265,Mahindra Bolero Power Plus SLX,Diesel,Dealer,Manual,First Owner
4268,Honda Brio S MT,Petrol,Dealer,Manual,Second Owner
4271,Toyota Innova Crysta 2.8 ZX AT BSIV,Diesel,Individual,Automatic,First Owner
4274,Maruti Ciaz VDI SHVS,Diesel,Dealer,Manual,First Owner
4277,Honda Amaze EX i-Dtech,Diesel,Dealer,Manual,First Owner
4280,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
4283,Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
4286,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
4289,Honda City i DTec SV,Diesel,Dealer,Manual,First Owner
4292,Maruti Swift LXI,Petrol,Individual,Manual,First Owner
4295,Hyundai i10 Sportz 1.2,Petrol,Individual,Manual,First Owner
4298,Maruti Alto 800 LXI,Petrol,Dealer,Manual,Second Owner
4301,Maruti Zen LXI,Petrol,Individual,Manual,First Owner
4304,Honda WR-V i-VTEC VX,Petrol,Individual,Manual,First Owner
4307,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
4310,Toyota Fortuner 2.8 2WD AT BSIV,Diesel,Individual,Automatic,First Owner
4313,Toyota Innova Crysta 2.4 ZX MT,Diesel,Dealer,Manual,First Owner
4316,Volkswagen Polo 1.5 TDI Trendline,Diesel,Dealer,Manual,First Owner
4319,Mahindra Verito Vibe 1.5 dCi D4,Diesel,Individual,Manual,First Owner
4322,Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Dealer,Manual,First Owner
4325,Volkswagen Vento Magnific 1.6 Highline,Petrol,Dealer,Manual,First Owner
4328,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
4331,Hyundai Verna 1.6 VTVT AT S Option,Petrol,Individual,Automatic,First Owner
4334,Maruti Swift Dzire LDI,Diesel,Individual,Manual,First Owner
4337,Tata New Safari DICOR 2.2 GX 4x2,Diesel,Individual,Manual,Second Owner
4340,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,First Owner
4343,Maruti Celerio VXI AT,Petrol,Individual,Automatic,First Owner
4346,Maruti SX4 ZDI,Diesel,Individual,Manual,Third Owner
4349,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
4352,Hyundai Verna 1.6 SX VTVT (O),Petrol,Individual,Manual,Second Owner
4355,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
4358,Fiat Grande Punto 1.3 Dynamic (Diesel),Diesel,Individual,Manual,Second Owner
4361,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
4364,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner
4367,Maruti Wagon R Stingray VXI,Petrol,Individual,Manual,First Owner
4370,Toyota Etios Liva 1.4 VD,Diesel,Dealer,Manual,First Owner
4373,Hyundai Xcent 1.2 Kappa SX,Petrol,Individual,Manual,First Owner
4376,Honda Amaze VX O iDTEC,Diesel,Dealer,Manual,First Owner
4379,Maruti Ciaz 1.4 AT Zeta,Petrol,Individual,Automatic,First Owner
4382,Mahindra Scorpio S4 4WD,Diesel,Individual,Manual,First Owner
4385,Mahindra Quanto C8,Diesel,Individual,Manual,Second Owner
4388,Hyundai Verna CRDi 1.6 SX Option,Diesel,Dealer,Manual,First Owner
4391,Maruti Swift 1.3 VXI ABS,Petrol,Dealer,Manual,First Owner
4394,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner
4397,Ford Ecosport 1.0 Ecoboost Titanium Optional,Petrol,Individual,Manual,First Owner
4400,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner
4403,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner
4406,Renault KWID Climber 1.0 AMT BSIV,Petrol,Dealer,Automatic,First Owner
4409,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner
4412,Renault KWID RXL BSIV,Petrol,Dealer,Manual,First Owner
4415,Hyundai EON 1.0 Era Plus,Petrol,Dealer,Manual,First Owner
4418,Maruti Wagon R AMT VXI,Petrol,Dealer,Automatic,First Owner
4421,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,Second Owner
4424,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner
4427,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Dealer,Manual,First Owner
4430,Maruti Ertiga VXI,Petrol,Individual,Manual,First Owner
4433,Toyota Innova 2.5 G4 Diesel 8-seater,Diesel,Individual,Manual,Second Owner
4436,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
4439,Mahindra Scorpio 1.99 S10,Diesel,Individual,Manual,Second Owner
4442,Mahindra KUV 100 G80 K2,Petrol,Individual,Manual,First Owner
4445,Hyundai i20 1.4 Asta Option,Diesel,Individual,Manual,First Owner
4448,Chevrolet Spark 1.0,Petrol,Individual,Manual,Third Owner
4451,Renault KWID RXL,Petrol,Individual,Manual,Third Owner
4454,Maruti Ertiga ZDI,Diesel,Individual,Manual,Fourth & Above Owner
4457,Maruti Celerio ZXI Optional AMT BSIV,Petrol,Individual,Automatic,First Owner
4460,Fiat Palio D 1.9 EL PS,Diesel,Individual,Manual,Second Owner
4463,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
4466,Hyundai Verna 1.6 CRDI,Diesel,Individual,Manual,Third Owner
4469,Fiat Linea Classic 1.3 Multijet,Diesel,Individual,Manual,First Owner
4472,Maruti Alto 800 CNG LXI,CNG,Individual,Manual,Second Owner
4475,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,Second Owner
4478,Maruti Swift Dzire VXi,Petrol,Individual,Manual,Third Owner
4481,Tata Indigo CR4,Diesel,Individual,Manual,First Owner
4484,Mahindra Scorpio S11 BSIV,Diesel,Individual,Manual,First Owner
4487,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner
4490,Honda Brio 1.2 S MT,Petrol,Individual,Manual,First Owner
4493,Tata Nano Lx,Petrol,Individual,Manual,First Owner
4496,Tata Nano Lx,Petrol,Individual,Manual,First Owner
4499,Ford Figo Petrol Titanium,Petrol,Individual,Manual,First Owner
4502,Tata Zest Revotron 1.2T XE,Petrol,Individual,Manual,First Owner
4505,Hyundai Creta 1.4 CRDi Base,Diesel,Individual,Manual,First Owner
4508,Mercedes-Benz M-Class ML 350 CDI,Diesel,Individual,Automatic,Second Owner
4511,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
4514,Toyota Innova Crysta 2.4 GX MT 8S BSIV,Diesel,Individual,Manual,First Owner
4517,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Petrol,Individual,Manual,First Owner
4520,Maruti Ertiga VXI,Petrol,Individual,Manual,First Owner
4523,Tata New Safari DICOR 2.2 EX 4x4,Diesel,Individual,Manual,Second Owner
4526,Mahindra Marazzo M4,Diesel,Individual,Manual,Second Owner
4529,Toyota Etios Cross 1.2L G,Petrol,Individual,Manual,First Owner
4532,Renault Duster 110PS Diesel RxZ,Diesel,Individual,Manual,First Owner
4535,Mahindra KUV 100 mFALCON D75 K8 AW,Diesel,Individual,Manual,First Owner
4538,Maruti Swift Dzire VXI,Petrol,Individual,Manual,First Owner
4541,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
4544,Hyundai i20 Asta 1.4 CRDi (Diesel),Diesel,Individual,Manual,Second Owner
4547,Toyota Innova 2.0 GX 8 STR BSIV,Petrol,Individual,Manual,Second Owner
4550,Maruti Zen LXI,Petrol,Individual,Manual,Second Owner
4553,Hyundai Santro LP zipPlus,Petrol,Individual,Manual,Third Owner
4556,Tata Hexa XTA,Diesel,Individual,Automatic,First Owner
4559,Hyundai Verna 1.6 SX VTVT AT,Petrol,Individual,Automatic,Third Owner
4562,Maruti Swift Dzire VXI 1.2 BS IV,Petrol,Individual,Manual,First Owner
4565,Maruti SX4 ZDI Leather,Diesel,Individual,Manual,Second Owner
4568,Tata Nano LX,Petrol,Individual,Manual,First Owner
4571,Maruti Ignis 1.2 Alpha BSIV,Petrol,Individual,Manual,First Owner
4574,Honda Mobilio V i VTEC,Petrol,Individual,Manual,First Owner
4577,Hyundai Getz 1.3 GVS,Petrol,Individual,Manual,First Owner
4580,Hyundai Santro Xing GL Plus,Petrol,Individual,Manual,First Owner
4583,Ford Fiesta Titanium 1.5 TDCi,Diesel,Individual,Manual,Second Owner
4586,Maruti Swift Dzire LDI,Diesel,Individual,Manual,First Owner
4589,Hyundai Accent GLE CNG,CNG,Individual,Manual,Third Owner
4592,Maruti Zen Estilo LXI BSIII,Petrol,Individual,Manual,Third Owner
4595,Maruti Swift Dzire LDI,Diesel,Individual,Manual,Second Owner
4598,Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,First Owner
4601,Tata Tigor 1.2 Revotron XM,Petrol,Individual,Manual,First Owner
4604,Hyundai i10 Magna 1.1,Petrol,Individual,Manual,Third Owner
4607,Hyundai Santro Xing GLS,Petrol,Individual,Manual,First Owner
4610,Nissan Sunny Diesel XV,Diesel,Individual,Manual,First Owner
4613,Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,Second Owner
4616,Hyundai Santro Xing GLS,Petrol,Individual,Manual,First Owner
4619,Tata Indigo CR4,Diesel,Individual,Manual,First Owner
4622,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
4625,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
4628,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
4631,Tata Nano Std,Petrol,Individual,Manual,First Owner
4634,Chevrolet Tavera LT L1 7 Seats BSIII,Diesel,Individual,Manual,Third Owner
4637,Mahindra Verito 1.5 D2 BSIV,Diesel,Individual,Manual,Second Owner
4640,Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
4643,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
4646,Hyundai EON D Lite,Petrol,Individual,Manual,First Owner
4649,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
4652,Toyota Innova 2.5 GX (Diesel) 7 Seater,Diesel,Individual,Manual,First Owner
4655,Nissan Terrano XV Premium 110 PS,Diesel,Individual,Manual,First Owner
4658,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner
4661,Nissan Sunny XV D Premium Leather,Diesel,Individual,Manual,First Owner
4664,Toyota Etios Liva GD,Diesel,Individual,Manual,First Owner
4667,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner
4670,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
4673,Mahindra Bolero 2011-2019 SLX,Diesel,Individual,Manual,First Owner
4676,Hyundai i10 Sportz 1.2,Petrol,Individual,Manual,Second Owner
4679,Hyundai Santro Xing XG eRLX Euro III,Petrol,Individual,Manual,Second Owner
4682,Maruti Wagon R LXI BS IV,Petrol,Individual,Manual,First Owner
4685,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
4688,Toyota Etios Liva GD,Diesel,Individual,Manual,Second Owner
4691,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
4694,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
4697,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
4700,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
4703,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
4706,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
4709,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
4712,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
4715,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
4718,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
4721,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
4724,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
4727,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
4730,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
4733,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
4736,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
4739,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
4742,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
4745,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
4748,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
4751,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
4754,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
4757,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
4760,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
4763,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
4766,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
4769,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
4772,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
4775,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
4778,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
4781,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
4784,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
4787,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
4790,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
4793,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
4796,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
4799,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
4802,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
4805,Volkswagen Jetta 2.0L TDI Highline AT,Diesel,Dealer,Automatic,First Owner
4808,Tata Indica Vista Quadrajet 90 VX,Diesel,Dealer,Manual,First Owner
4811,Honda City VX MT,Petrol,Dealer,Manual,First Owner
4814,Volkswagen Jetta 1.9 Highline TDI,Diesel,Dealer,Automatic,First Owner
4817,Volkswagen Vento 1.5 TDI Highline Plus AT,Diesel,Dealer,Automatic,First Owner
4820,Honda Jazz VX,Petrol,Dealer,Manual,First Owner
4823,Maruti Eeco 5 Seater AC BSIV,Petrol,Dealer,Manual,First Owner
4826,Maruti Wagon R VXI AMT1.2BSIV,Petrol,Dealer,Automatic,First Owner
4829,Hyundai Grand i10 Asta,Petrol,Dealer,Manual,First Owner
4832,Volkswagen Polo 1.0 MPI Trendline,Petrol,Dealer,Manual,First Owner
4835,Hyundai Creta 1.6 CRDi SX Option,Diesel,Dealer,Manual,First Owner
4838,Hyundai Grand i10 Asta Option,Petrol,Dealer,Manual,First Owner
4841,Hyundai EON Era Plus,Petrol,Dealer,Manual,First Owner
4844,Hyundai Xcent 1.1 CRDi SX Option,Diesel,Dealer,Manual,First Owner
4847,Tata Nano Lx BSIV,Petrol,Dealer,Manual,First Owner
4850,Toyota Etios Cross 1.2L G,Petrol,Dealer,Manual,First Owner
4853,Maruti Swift DDiS LDI,Diesel,Dealer,Manual,First Owner
4856,Hyundai i10 Sportz 1.2 AT,Petrol,Dealer,Automatic,First Owner
4859,Volkswagen Vento 1.5 TDI Comfortline,Diesel,Dealer,Manual,First Owner
4862,Skoda Rapid 1.5 TDI AT Ambition,Diesel,Dealer,Automatic,First Owner
4865,Hyundai Getz GLE,Petrol,Individual,Manual,Fourth & Above Owner
4868,Renault KWID RXT Optional,Petrol,Individual,Manual,First Owner
4871,Mahindra Scorpio M2DI,Diesel,Individual,Manual,Fourth & Above Owner
4874,Ford Endeavour XLT TDCi 4X2,Diesel,Individual,Manual,Second Owner
4877,Audi Q3 35 TDI Quattro Technology,Diesel,Individual,Automatic,First Owner
4880,Mahindra Renault Logan 1.4 GLX Petrol,Petrol,Individual,Manual,First Owner
4883,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
4886,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
4889,Audi A5 Sportback,Diesel,Individual,Automatic,First Owner
4892,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
4895,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,Diesel,Individual,Manual,First Owner
4898,Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner
4901,Maruti Alto K10 VXI Airbag,Petrol,Individual,Manual,First Owner
4904,BMW 7 Series Signature 730Ld,Diesel,Individual,Automatic,First Owner
4907,Toyota Camry 2.5 Hybrid,Petrol,Individual,Automatic,First Owner
4910,Hyundai Santro Xing XG,Petrol,Individual,Manual,Second Owner
4913,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner
4916,Mahindra XUV500 W5 BSIV,Diesel,Individual,Manual,First Owner
4919,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
4922,Mahindra XUV300 W8 Option Diesel BSIV,Diesel,Individual,Manual,First Owner
4925,Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner
4928,Mahindra Thar CRDe,Diesel,Individual,Manual,First Owner
4931,Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner
4934,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
4937,Tata Hexa XM,Diesel,Individual,Manual,First Owner
4940,Honda Mobilio E i DTEC,Diesel,Individual,Manual,First Owner
4943,Maruti Ertiga ZDI,Diesel,Individual,Manual,First Owner
4946,Maruti Ciaz ZXi Plus,Petrol,Individual,Manual,First Owner
4949,Mahindra Scorpio LX,Diesel,Individual,Manual,Third Owner
4952,Fiat Grande Punto EVO 1.3 Dynamic,Diesel,Individual,Manual,First Owner
4955,Hyundai Creta 1.6 CRDi SX Option,Diesel,Individual,Manual,First Owner
4958,Ford Endeavour Hurricane Limited Edition,Diesel,Individual,Automatic,Fourth & Above Owner
4961,Tata Indica Vista TDI LS,Diesel,Individual,Manual,First Owner
4964,Land Rover Discovery S 2.0 SD4,Petrol,Individual,Automatic,First Owner
4967,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
4970,Hyundai i10 Era 1.1 iTech SE,Petrol,Individual,Manual,Second Owner
4973,Maruti Vitara Brezza VDi Option,Diesel,Individual,Manual,First Owner
4976,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,First Owner
4979,Hyundai i20 Sportz Option 1.2,Petrol,Individual,Manual,First Owner
4982,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Second Owner
4985,Tata Indica LSI,Petrol,Individual,Manual,Second Owner
4988,Hyundai EON Era Plus,Petrol,Individual,Manual,Third Owner
4991,Ford Endeavour 3.0L 4X4 AT,Diesel,Individual,Automatic,Second Owner
4994,Hyundai Santro LE zipPlus,Petrol,Individual,Manual,First Owner
4997,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
5000,Tata Indigo CR4,Diesel,Individual,Manual,First Owner
5003,Mahindra Scorpio S11 BSIV,Diesel,Individual,Manual,First Owner
5006,Hyundai Creta 1.4 EX Diesel,Diesel,Individual,Manual,First Owner
5009,Maruti Ritz LXI,Petrol,Individual,Manual,First Owner
5012,Hyundai i20 Magna 1.2,Petrol,Individual,Manual,First Owner
5015,Hyundai Verna CRDi 1.6 SX,Diesel,Individual,Manual,First Owner
5018,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner
5021,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
5024,Honda Brio 1.2 S MT,Petrol,Individual,Manual,First Owner
5027,Tata Nano Lx,Petrol,Individual,Manual,First Owner
5030,Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
5033,Tata Indigo LX,Diesel,Individual,Manual,Second Owner
5036,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Petrol,Individual,Manual,First Owner
5039,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
5042,Tata Nano Lx,Petrol,Individual,Manual,First Owner
5045,Maruti Ciaz 1.4 Delta,Petrol,Individual,Manual,First Owner
5048,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
5051,Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Individual,Manual,First Owner
5054,Mahindra XUV500 W8 4WD,Diesel,Dealer,Manual,First Owner
5057,Mitsubishi Pajero Sport 4X4,Diesel,Dealer,Manual,Second Owner
5060,Ford Fiesta 1.5 TDCi Titanium,Diesel,Dealer,Manual,First Owner
5063,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
5066,BMW 3 Series 320d Sport,Diesel,Dealer,Automatic,First Owner
5069,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
5072,Honda City i-VTEC CVT ZX,Petrol,Trustmark Dealer,Automatic,First Owner
5075,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
5078,BMW 3 Series GT Luxury Line,Diesel,Individual,Automatic,First Owner
5081,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
5084,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
5087,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
5090,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
5093,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
5096,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
5099,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
5102,Maruti Baleno Delta 1.2,Petrol,Trustmark Dealer,Manual,First Owner
5105,Maruti Baleno Alpha CVT,Petrol,Trustmark Dealer,Automatic,First Owner
5108,Hyundai i20 1.4 Magna Executive,Diesel,Dealer,Manual,First Owner
5111,Maruti Baleno Zeta,Petrol,Trustmark Dealer,Manual,First Owner
5114,Mahindra Verito 1.5 D4 BSIV,Diesel,Individual,Manual,First Owner
5117,Hyundai Xcent 1.2 Kappa S,Petrol,Individual,Manual,First Owner
5120,Honda City VTEC,Petrol,Individual,Manual,Fourth & Above Owner
5123,Maruti Swift Dzire VDi,Diesel,Individual,Manual,Third Owner
5126,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Individual,Automatic,First Owner
5129,Tata Xenon XT EX 4X2,Diesel,Individual,Manual,Second Owner
5132,Nissan Terrano XL Plus 85 PS,Diesel,Individual,Manual,Second Owner
5135,Maruti Eeco 7 Seater Standard BSIV,Petrol,Individual,Manual,First Owner
5138,Maruti Ertiga ZDI,Diesel,Individual,Manual,Second Owner
5141,Ford Ecosport 1.5 DV5 MT Ambiente,Diesel,Individual,Manual,Second Owner
5144,Skoda Laura Elegance 1.9 TDI  AT,Diesel,Individual,Automatic,Second Owner
5147,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner
5150,Tata Indica GLS BS IV,Petrol,Individual,Manual,First Owner
5153,Tata Indica DLS,Diesel,Individual,Manual,First Owner
5156,Maruti Alto 800 LXI Airbag,Petrol,Individual,Manual,First Owner
5159,Mahindra Bolero SLX 2WD,Diesel,Individual,Manual,Fourth & Above Owner
5162,Mahindra Jeep MM 540,Diesel,Individual,Manual,Second Owner
5165,Mahindra Scorpio 1.99 S10,Diesel,Individual,Manual,Second Owner
5168,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,Third Owner
5171,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner
5174,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
5177,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
5180,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner
